YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2014,2014,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Mean,7.3,7.3,,,6.2,8.5,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.8,13.8,,,12.2,15.6,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,19,19,,,14.6,24.4,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,5.2,5.2,,,4,6.8,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OK,Oklahoma,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",,%,Crude Prevalence,,,-,No data available,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,25.8,25.8,,,16.2,38.4,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.1,28.1,,,26,30.3,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,,%,Crude Prevalence,39.9,39.9,,,34,46.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,7.3,7.3,,,6.1,8.6,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",,%,Crude Prevalence,57.6,57.6,,,53.9,61.3,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,84.8,84.8,,,71.5,92.5,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Crude Prevalence,25.8,25.8,,,21.4,30.9,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,,%,Age-adjusted Prevalence,71.5,71.5,,,63.9,78,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,83.1,83.1,,,73.7,89.6,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,Age-adjusted Prevalence,87.8,87.8,,,81.8,92,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,24,24,,,22.1,26,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.6,26.6,,,25.1,28.2,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,13.6,13.6,,,12,15.3,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,,%,Age-adjusted Prevalence,72.3,72.3,,,66.9,77.1,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Age-adjusted Prevalence,36.1,36.1,,,25.3,48.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,9.4,9.4,,,8.3,10.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",,%,Crude Prevalence,66.6,66.6,,,63.5,69.6,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.7,26.7,,,25.4,28.1,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,,%,Age-adjusted Prevalence,12.8,12.8,,,11.5,14.4,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,,%,Crude Prevalence,73.3,73.3,,,67.6,78.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Crude Prevalence,30.2,30.2,,,22.2,39.7,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,,%,Age-adjusted Prevalence,74.4,74.4,,,70.7,77.8,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Crude Prevalence,34.7,34.7,,,23.4,48.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,4.1,4.1,,,3.3,5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Age-adjusted Prevalence,37.5,37.5,,,30.6,45,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,USDA National Farmers' Market Directory,"Nutrition, Physical Activity, and Weight Status","Number of farmers markets per 100,000 residents",,"per 100,000 residents",Number,1.9,1.9,,,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,9.7,9.7,,,6.8,13.7,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.9,24.9,,,22.7,27.3,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Crude Prevalence,43.8,43.8,,,32.9,55.3,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,,%,Age-adjusted Prevalence,13.9,13.9,,,8.9,21.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,47.3,47.3,,,41,53.7,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.7,17.7,,,15.6,20.1,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Crude Prevalence,68.8,68.8,,,59.3,76.9,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,Age-adjusted Prevalence,87.8,87.8,,,78.8,93.3,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,8.2,8.2,,,7.2,9.3,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,29.1,29.1,,,27.1,31.2,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,,%,Age-adjusted Prevalence,11.6,11.6,,,9.6,13.9,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.5,4.5,,,3.6,5.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,37.2,37.2,,,28.1,47.4,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Crude Prevalence,70.8,70.8,,,64.6,76.2,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,44.6,44.6,,,35.7,53.8,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,,%,Age-adjusted Prevalence,87.7,87.7,,,81.6,92,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,50.6,50.6,,,41.6,59.6,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,39.3,39.3,,,36.5,42.2,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,8.4,8.4,,,7.3,9.6,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,,%,Crude Prevalence,86.7,86.7,,,74,93.7,Race/Ethnicity,"Black, non-Hispanic"
