name,Nationality,Current status,gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,hair,height_in,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color,feet,inches,birth_age,death_age,birth_year,death_year,years_alive,series
Nacelle Kayama,Malkieri,Dead,Female,Slender,KOD 23,KOD 23,Black Ajah,NA,Aes Sedai,1000 NE,NA,TGS 39,855 NE,Blue,Green Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,855,1000,145,wot
Shivena Kayenzi,Saldaean,Dead,Female,NA,NA,NA,NA,NA,NA,NA,NS 8,NS 8,NA,NA,NA,NA,NA,Philosopher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kaylin,Unknown nationality,Alive,Female,NA,NA,NA,NA,NA,NA,NA,LOC 36,NA,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Tenobia si Bashere Kazadi,Saldaean,Dead,Female,NA,TPOD Prologue,AMOL 29,NA,"Queen of Saldaea, Shield of the North and Sword of the Blightborder, High Seat of House Kazadi, Lady of Shahayni, Asnelle, Kunwar, and Ganai",Queen,1000 NE,TSR 17,AMOL 37,975 NE,"Purple, tilted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,975,1000,25,wot
Keatlin,Altaran,Alive,Female,NA,NA,NA,White Tower,NA,Novice,NA,LOC 13,LOC 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Keene,Far Madding,Alive,Female,NA,WH 32,WH 33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kema,Unknown nationality,Alive,Female,NA,TOM 52,TOM 52,The Kin,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Rashima Kerenmosa,Unknown nationality,Dead,Female,NA,NA,NA,White Tower,Amyrlin Seat,Aes Sedai,1301 AB,LOC 49,NA,1150 AB,NA,Green Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AB,AB,1150,1301,151,wot
Reiko Kerevon,Arafellin,Alive,Female,Stout,COT 19,COT 19,White Tower,NA,Aes Sedai,NA,NA,NA,827 NE,NA,Blue Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,827,NA,NA,wot
Tylee Khirgan,Seanchan,Alive,Female,Lean,KOD 4,AMOL 37,Ever Victorious Army,NA,Lieutenant-General,NA,KOD Prologue,NA,NA,NA,NA,Black,68,Soldier,NA,NA,NA,NA,NA,NA,NA,5,8,NA,NA,NA,NA,NA,wot
Alliandre Maritha Kigarin,Ghealdanin,Alive,Female,NA,TFOH 39,AMOL 37,Perrin Aybara,"Blessed of the Light, Defender of Garen's Wall, Queen of Ghealdan",Queen,NA,NA,NA,972 NE,NA,NA,Dark,NA,Queen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,972,NA,NA,wot
Temaile Kinderode,Cairhienin,Dead,Female,Slight,TSR 52,TOM 23,Black Ajah,NA,Aes Sedai,1000 NE,NS 2,NA,NA,"Blue, big",Gray Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Kirin,NA,Dead,Female,NA,NA,NA,NA,NA,NA,NA,TSR 25,TSR 25,NA,NA,NA,NA,NA,NA,Jenn Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kirukan,Aramaellen,Dead,Female,NA,NA,NA,NA,Queen of Aramelle,Queen,NA,TFOH 48,TPOD Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gerra Kishar,Unknown nationality,Dead,Female,NA,NA,NA,White Tower,Amyrlin Seat,Aes Sedai,638 NE,TWORJTWOT,TPOD 19,NA,NA,Gray Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,638,NA,wot
Kitan,Mayener,NA,Female,NA,AMOL 37,TOM 37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kiyoshi,Unknown nationality,Alive,Female,Slender,KOD 24,KOD 24,White Tower,NA,Aes Sedai,NA,ACOS 32,NA,NA,NA,Gray Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Krisa,Seanchan,Alive,Female,NA,NA,NA,NA,NA,NA,NA,AMOL 15,AMOL 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kryalyn,Domani,NA,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,Red Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kumiko,Unknown nationality,Alive,Female,Stout,KOD 13,KOD 13,The Kin,NA,NA,NA,NA,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kurin din Calin Red Sails,Atha'an Miere,Alive,Female,NA,TPOD 3,KOD 33,Atha'an Miere,NA,Windfinder,NA,TPOD 2,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kymer,Aiel,Alive,Female,NA,AMOL Prologue,AMOL Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,Wise One,Tomanelle,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lacine,Atha'an Miere,Alive,Female,Slender,KOD 22,KOD 22,Atha'an Miere,NA,First Twelve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ladalin,Aiel,Unknown,Female,NA,NA,NA,NA,NA,NA,NA,TOM 49,NA,NA,NA,NA,NA,NA,Wise One,Taardad,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lady Ells of Saldaea,Saldaean,Alive,Female,NA,AMOL 18,AMOL 18,The Light,Lady,Lady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lady Torkumen,Saldaean,Dead,Female,NA,TOM 24,TOM 24,Darkfriend,NA,NA,1000 NE,NA,TOM 32,NA,NA,NA,NA,NA,Lady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Lairain,Unknown nationality,Alive,Female,Toad-like,TGS 46,TGS 46,White Tower,NA,Aes Sedai,NA,NA,NA,NA,NA,Brown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lamelle,Aiel,Dead,Female,NA,TFOH 46,TFOH 54,Car'a'carn,NA,NA,999 NE,NA,TGS 29,NA,NA,NA,Red,NA,NA,Miagoma,Smoke Water,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Lanelle,Seanchan,Alive,Female,NA,TGS 19,TGS 19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sul'dam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lanfear,NA,Dead (formally),Female,NA,TGH 16,TFOH 53,NA,NA,Chosen,999 NE,TEOTW 42,AMOL 49,Age of Legends,Black,NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AB,NE,-500,999,3984,wot
Lanita,Unknown nationality,Alive,Female,NA,LOC 14,LOC 14,White Tower,NA,NA,NA,NA,NA,977 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,977,NA,NA,wot
Lannis,Unknown nationality,Dead,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,TOM 15,TOM 15,NA,NA,Blue Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laras,Unknown nationality,Alive,Female,Fat,NS 6,AMOL 33,White Tower,Mistress of the Kitchens,NA,NA,NA,NA,NA,NA,NA,Gray,NA,Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laren,Altaran,Alive,Female,NA,ACOS 16,NA,NA,NA,NA,NA,NA,ACOS 37,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Mirane Larinen,Unknown nationality,Dead,Female,NA,NA,NA,The Kin,NA,NA,1000 NE,KOD 17,KOD 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Annoura Larisen,Taraboner,Alive,Female,Stocky,ACOS 5,AMOL 37,Unaligned sisters,NA,Aes Sedai,NA,NA,NA,838 NE,NA,Gray Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,838,NA,NA,wot
Atuan Larisett,Taraboner,Unknown,Female,NA,COT Prologue,COT Prologue,Black Ajah,NA,Aes Sedai,NA,COT Prologue,KOD Prologue,NA,NA,Yellow Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laritha,Unknown nationality,Alive,Female,NA,NA,NA,NA,NA,NA,NA,LOC 40,NA,NA,NA,NA,NA,NA,Housewife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Serenia Latar,Unknown nationality,Dead,Female,NA,NA,NA,White Tower,Amyrlin Seat,Aes Sedai,306 NE,LOC 31,NA,NA,NA,Gray Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,306,NA,wot
Laurain,Amadician,Alive,Female,Slender,LOC 9,LOC 9,NA,Lady,NA,NA,NA,LOC 9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leeh,Aiel,Alive,Female,NA,TOM 13,TOM 13,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leich,Altaran,Alive,Female,NA,NA,NA,NA,Wisdom,NA,NA,TDR 33,TDR 33,NA,NA,NA,NA,NA,Healer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leilwin (Taraboner),Taraboner,Alive,Female,NA,NA,NA,Tarabon,NA,NA,NA,TSR 38,TSR 38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leish,Unknown nationality,Alive,Female,Plump,AMOL 3,AMOL 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Leitha,Tairen,Alive,Female,NA,TSR 21,TSR 21,NA,Lady of the Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lemore Genhal,Taraboner,Alive,Female,NA,NA,NA,NA,NA,NA,NA,WH 8,KOD 14,c. 980 NE,NA,NA,NA,NA,Noble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,980,NA,NA,wot
Lerian,Aiel,Alive,Female,Skinny,LOC 45,TOM 25,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,Sandy,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Adine Lewin,Andoran,Alive,Female,Plump,TSR 32,TSR 32,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Emry Lewin,Andoran,Alive,Female,Buxom,LOC 10,LOC 1,White Tower,NA,Novice,NA,NA,TPOD 30,985 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,985,NA,NA,wot
Jillie Lewin,Andoran,Alive,Female,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laila Lewin,Andoran,Alive,Female,Wide,TSR 32,TSR 32,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Maddy Lewin,Andoran,Alive,Female,NA,NA,NA,Two Rivers,NA,Novice,NA,The Wheel of Time Roleplaying Game,NA,983 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,983,NA,NA,wot
Leya,Tuatha'an,Dead,Female,NA,TDR 1,TDR 5,NA,NA,NA,999 NE,NA,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Leyn,Aiel,Alive,Female,NA,ACOS 19,ACOS 19,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wise One,NA,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Liah,Aiel,Dead,Female,NA,LOC 3,ACOS 41,Car'a'carn,NA,NA,1000 NE,NA,TGS 37,NA,NA,NA,NA,NA,NA,Chareen,Cosaida,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Lian,Aiel,Alive,Female,NA,TSR 49,TSR 49,NA,NA,NA,NA,TSR 12,TSR 50,NA,Gray,NA,Yellow,NA,Roofmistress,Taardad,Nine Valleys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lidan,Cairhienin,Alive,Female,NA,TGH 21,TGH 21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lidya,Seanchan,Alive,Female,NA,WH 14,WH 14,Ever Victorious Army,NA,NA,NA,NA,KOD 36,NA,NA,NA,Red,NA,Damane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lifa,Unknown nationality,Dead,Female,NA,NA,NA,The Shadow,NA,NA,1000 NE,AMOL 37,AMOL 37,NA,NA,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Lincora din Omen,Atha'an Miere,Alive,Female,NA,KOD 22,KOD 22,Atha'an Miere,NA,First Twelve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lindsar,NA,Alive,Female,NA,AMOL 42,AMOL 42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ogier,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lira,Kandori,NA,Female,NA,NS 16,NS 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serving girl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lisandre,Arafel,Alive,Female,NA,NS 6,NS 6,White Tower,NA,Novice,NA,NA,NA,NA,NA,NA,Golden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bryna Lisbet,Unclaimed territories,Alive,Female,NA,NA,NA,NA,NA,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Wisdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Llana,Borderlander,NA,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,Red Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kiam Lopiang,Unknown nationality,Dead,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,TWORJTWOT,TWORJTWOT,NA,NA,Unknown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Loral,Domani,Alive,Female,NA,TGS 32,TGS 32,House Chadmar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dosun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Evanellein Lorn,Andoran,Dead,Female,NA,TFOH Prologue,TOM 38,Black Ajah,NA,Aes Sedai,1000 NE,NA,NA,855 NE,NA,Gray Ajah,NA,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,855,1000,145,wot
Losaine,Aiel,Alive,Female,NA,TPOD Prologue,TPOD Prologue,NA,NA,NA,NA,NA,NA,NA,Gray,NA,Dark,NA,Wise One,Unknown clan,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Amathera Aelfdene Casmir Lounault,Taraboner,Alive,Female,NA,TSR 52,TOM 17,NA,Panarch of Tarabon,Panarch,NA,TSR 38,AMOL 37,974 NE,"Large, dark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,974,NA,NA,wot
Loya,Altaran,Alive,Female,NA,ACOS 28,NA,NA,NA,NA,NA,NA,ACOS 28,NA,NA,NA,NA,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Luaine,Aiel,Alive,Female,NA,NA,NA,NA,NA,NA,NA,TDR 39,LOC 53,NA,NA,NA,Yellow,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Latelle Luca,Unknown nationality,Alive,Female,NA,TFOH 17,KOD 11,Valan Luca,NA,NA,NA,NA,NA,NA,Dark,NA,Dark,NA,Entertainer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lucain,Unknown nationality,Alive,Female,NA,TGS 40,TGS 40,White Tower,NA,Novice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Catala Lucanvalle,Unknown nationality,Dead,Female,NA,NA,NA,NA,Amyrlin Seat,Aes Sedai,250 NE,TWORJTWOT,TWORJTWOT,NA,NA,Yellow Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,250,NA,wot
Luci,Amadician,Alive,Female,Thin,TFOH 9,TFOH 10,Yellow Ajah,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Servant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Lucilde,Andoran,Alive,Female,Lanky,LOC 30,LOC 30,White Tower,NA,Novice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ludin,Aiel,Alive,Female,NA,AMOL 12,AMOL 12,Rand al'Thor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Alsbet Luhhan,Andoran,Alive,Female,NA,TEOTW 2,TSR 56,Two Rivers,Women's Circle Member,NA,NA,NA,LOC 45,955 NE[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,955,NA,NA,wot
Igaine Luin,Unknown nationality,Dead,Female,NA,TWORJTWOT,TWORJTWOT,NA,Amyrlin Seat,Aes Sedai,520 NE,NA,NA,NA,NA,Brown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,520,NA,wot
Lusara,Domani,Alive,Female,Buxom,KOD 5,KOD 28,Faile Bashere,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Haesel Lusara,Murandian,Alive,Female,Stocky,NA,NA,White Tower,NA,Aes Sedai,NA,The Wheel of Time Companion,NA,878 NE,Black,Brown Ajah,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,878,NA,NA,wot
Larissa Lyndel,Unknown nationality,Dead,Female,Bony,LOC 30,LOC 30,Black Ajah,NA,Aes Sedai,1000 NE,NA,TGS 39,NA,NA,Yellow Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Lyndelle,Andoran,Dead,Female,NA,NA,NA,Andor,Queen,Queen of Andor,30 NE,LOC 26,LOC 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,30,NA,wot
Mabriam en Shereed,Aramaellen,Dead,Female,NA,NA,NA,NA,Queen,Aes Sedai,NA,TFOH 3,ACOS 19,NA,NA,Gray Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Caraighan Maconar,Unknown nationality,Dead,Female,NA,NA,NA,NA,NA,Aes Sedai,373 AB,LOC 54,TGS 2,212 AB,NA,Green Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AB,AB,212,373,161,wot
Macu,Seanchan,Dead,Female,NA,NA,NA,NA,NA,NA,1000 NE,TPOD 6,TPOD 6,NA,NA,NA,NA,NA,Morat'raken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Ronde Macura,Amadician,Alive,Female,NA,TFOH 9,WH 14,Seanchan,NA,NA,NA,NA,KOD 31,NA,NA,NA,Dark,NA,Seamstress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Mada,Tar Valon,Alive,Female,NA,TDR 31,TDR 31,NA,NA,NA,NA,NA,NA,NA,Big Brown,NA,NA,NA,Maid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Juilaine Madome,Ghealdanin,Alive,Female,NA,TPOD 26,TGS 46,White Tower,NA,Aes Sedai,NA,NA,NA,903 NE,NA,Brown Ajah,Black,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,903,NA,NA,wot
Maglin Madwen,Murandy,Alive,Female,Lean,TGH 21,TGH 21,NA,NA,NA,NA,NA,WH 35,NA,NA,NA,Gray,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Maenadrin,Saldaean,Alive,Female,NA,TGS 6,TGS 6,White Tower,NA,Aes Sedai,NA,NA,NA,NA,Dark,Brown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Maerin,Unknown nationality,Alive,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,AMOL 18,AMOL 18,NA,NA,Green Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Maigan,Unknown nationality,Alive,Female,Elongated,COT 30,COT 30,White Tower,NA,Aes Sedai,NA,TGH 4,NA,NA,Large,Blue Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Maigran,NA,Dead,Female,NA,TSR 25,TSR 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jenn Aiel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Mair,Arafellin,Alive,Female,Plump,KOD 24,TGS 41,White Tower,NA,Accepted,NA,NA,NA,NA,Blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Maira,Aiel,Alive,Female,NA,TFOH 23,LOC 3,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,Red,NA,NA,Tomanelle,Serai,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Mala,Unknown nationality,Foreseen,Female,NA,NA,NA,NA,NA,NA,NA,TOM 20,NA,NA,NA,NA,NA,NA,Orphan keeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malahavana,Seanchan,Alive,Female,NA,NA,NA,NA,NA,NA,NA,TGS 36,TGS 36,NA,NA,NA,NA,NA,Sul'dam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malai,Seanchan,Alive,Female,NA,NA,NA,NA,NA,NA,NA,TGS 35,TGS 35,NA,NA,NA,NA,NA,Damane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jarna Malari,Unknown nationality,Dead,Female,NA,NS 6,NS 6,Black Ajah,NA,Aes Sedai,983 NE,NA,ACOS Prologue,NA,Brown,Gray Ajah,Black,66,Sitter,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NE,NA,983,NA,wot
Aledrin Malenry,Taraboner,Alive,Female,NA,NS 3,AMOL 21,White Tower,NA,Aes Sedai,NA,NA,NA,NA,Brown,White Ajah,Golden,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malian,Seanchan,Alive,Female,NA,TGS Prologue,TGS Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sul'dam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malidra,Aiel,Unknown,Female,NA,NA,NA,NA,NA,NA,NA,TOM 48,NA,NA,NA,NA,NA,NA,Unknown occupation,Unknown clan,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malindare,Aiel,Alive,Female,NA,ACOS 33,ACOS 33,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malindhe,Aiel,Alive,Female,NA,LOC 32,LOC 32,Car'a'carn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wise One,Unknown clan,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Mavra Mallen,Andoran,Alive,Female,NA,NA,NA,Two Rivers,Wisdom,NA,NA,TEOTW 16,TGH 23,NA,NA,NA,NA,NA,Healer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
