LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"d $350,000-1 million",PLATINUM CROSS WELDING INC,379054 E 1130 RD,OKEMAH,OK,74859,238190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,36,04/10/2020,BancFirst,OK - 02
"d $350,000-1 million",PLATINUM MANUFACTURING LLC,400 S SARA RD,OKLAHOMA CITY,OK,73099,336214,Limited  Liability Company(LLC),Black or African American,Unanswered,Unanswered,,100,04/04/2020,Mabrey Bank,OK - 03
"d $350,000-1 million","PLAYA AZUL, INC.",2731 W Owen K Garriott Rd,ENID,OK,73703,722511,Corporation,Unanswered,Unanswered,Unanswered,,30,04/08/2020,Arvest Bank,KS - 04
"d $350,000-1 million",PLEASANT VALLEY HEALTH CARE CENTER INC,1120 ILLINOIS ST,MUSKOGEE,OK,74403,623110,Corporation,Unanswered,Unanswered,Unanswered,,90,04/16/2020,BancFirst,OK - 01
"d $350,000-1 million",PLOW TECHNOLOGIES LLC,4116 will rogers parkway suite 700,OKLAHOMA CITY,OK,73108,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,04/08/2020,MidFirst Bank,OK - 05
"d $350,000-1 million","PLUMBING SOLUTIONS, INC.",320 SE 5TH ST,MOORE,OK,73160,238220,Corporation,Unanswered,Unanswered,Unanswered,,50,04/27/2020,First Fidelity Bank,OK - 04
"d $350,000-1 million",PM SHOES INC.,560 E MEMORIAL RD,OKLAHOMA CITY,OK,73114,448210,Corporation,Unanswered,Unanswered,Unanswered,,112,04/07/2020,Prosperity Bank,OK - 05
"d $350,000-1 million","PMG ONE, L.C.",2707 S Broadway,EDMOND,OK,73013,812320,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,65,04/07/2020,RCB Bank,OK - 05
"d $350,000-1 million","PMO MEDICAL, PLLC",1751 N. Aspen Ave.,BROKEN ARROW,OK,74012,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,04/14/2020,Arvest Bank,OK - 01
"d $350,000-1 million","PMP, LLC",17211 S 4170 Road,CLAREMORE,OK,74017,238910,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,43,04/04/2020,Firstar Bank,OK - 02
"d $350,000-1 million",POCOLA NURSING CENTER LLC,200 HOME ST,POCOLA,OK,74902,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,90,04/09/2020,The Central National Bank of Poteau,OK - 02
"d $350,000-1 million",POLYGLASS COATINGS LIMITED LLC,1805 W Sheridan Ave,OKLAHOMA CITY,OK,73106,325510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,First United Bank and Trust Company,OK - 05
"d $350,000-1 million",PONCA FINANCE CO.,420 W GRAND AVE,PONCA CITY,OK,74601,522291,Corporation,White,Unanswered,Non-Veteran,,38,05/12/2020,"Stride Bank, National Association",OK - 03
"d $350,000-1 million","POPE DISTRIBUTING COMPANY, INC.",1600 W Chestnut Ave.,ENID,OK,73703,424810,Corporation,White,Male Owned,Non-Veteran,,69,04/03/2020,InterBank,OK - 03
"d $350,000-1 million",POWER & CONTROL ENGINEERING SOLUTIONS,"7645 E. 63RD ST, SUITE 200",TULSA,OK,74133,541330,Corporation,Unanswered,Female Owned,Unanswered,,20,04/05/2020,Blue Sky Bank,OK - 01
"d $350,000-1 million",POWER TESTING SERVICES LLC,446 Mount Zion Church Rd,BATTIEST,OK,74722,333992,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/09/2020,FirstBank,OK - 02
"d $350,000-1 million",PPT SOLUTIONS LLC,9521 B Riverside Pkwy,TULSA,OK,74137,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41,04/15/2020,First Oklahoma Bank,OK - 01
"d $350,000-1 million",PRAIRIE GAS COMPANY OF OKLAHOMA LLC,114 E. 5TH ST STe 300,TULSA,OK,74103,211130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/05/2020,"TransPecos Banks, SSB.",OK - 01
"d $350,000-1 million",PRAY WALKER PC,100 West 5th Street Ste 900,TULSA,OK,74103,541110,Corporation,Unanswered,Unanswered,Unanswered,,27,04/08/2020,Commerce Bank,OK - 01
"d $350,000-1 million","PRECISION HDD DRILLING, LLC",25343 STATE HIGHWAY 74,WASHINGTON,OK,73093,213111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,35,04/29/2020,"The First National Bank and Trust Co, Chickasha, Oklahoma",OK - 04
"d $350,000-1 million","PREMIER PLANT SERVICES, INC.",2429 Industrial Rd.,SAPULPA,OK,74066,332999,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,,59,04/10/2020,Firstar Bank,OK - 01
"d $350,000-1 million","PREMIER STEEL SERVICE, LLC",16420 South HWY 75,GLENPOOL,OK,74033,332313,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,04/15/2020,Peoples Bank and Trust Company,OK - 01
"d $350,000-1 million",PREMIERE PEDIATRICS,"3261 24th Avenue NW, Suite 101",NORMAN,OK,73069,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,39,04/07/2020,MidFirst Bank,OK - 04
"d $350,000-1 million",PRESCOR LLC,8601 STATE HIGHWAY 66,TULSA,OK,74131,332313,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,04/15/2020,First Oklahoma Bank,OK - 01
"d $350,000-1 million","PRESORT FIRST CLASS, INC.",2621 15TH ST,OKLAHOMA CITY,OK,73129,491110,Corporation,Unanswered,Male Owned,Veteran,,45,04/13/2020,Prosperity Bank,OK - 05
"d $350,000-1 million",PRESSURE POINT TESTING INC,4601 Technology Drive,WEATHERFORD,OK,73096,238910,Corporation,White,Unanswered,Unanswered,,43,04/14/2020,The First National Bank of Fort Smith,OK - 03
"d $350,000-1 million","PRESTON-EASTIN, INC.",9490 Ridge Way St.,TULSA,OK,74131,333992,Corporation,Unanswered,Unanswered,Unanswered,,36,04/05/2020,Enterprise Bank & Trust,OK - 01
"d $350,000-1 million","PRICE FAMILY PROPERTIES, LLC",15 East  5TH ST,TULSA,OK,74103,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,04/07/2020,Arvest Bank,OK - 01
"d $350,000-1 million","PRIMARY CARE ASSOCIATES, PC",4150 SE ADAMS RD,BARTLESVILLE,OK,74006,621491,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,04/09/2020,Arvest Bank,OK - 01
"d $350,000-1 million","PRIME ELECTRIC COMPANY, INC.",300 VISTA LN,EDMOND,OK,73034,238210,Corporation,Unanswered,Unanswered,Unanswered,,59,04/13/2020,Kirkpatrick Bank,OK - 03
"d $350,000-1 million","PRIORITY STAFFCORP, LLC",6373 S MEMORIAL DR,TULSA,OK,74133,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75,04/06/2020,"Triad Bank, National Association",OK - 01
"d $350,000-1 million",PRIVATE JETS INC,7220 NW 63RD ST,BETHANY,OK,73008,811111,Corporation,Unanswered,Unanswered,Unanswered,,44,04/29/2020,Prosperity Bank,OK - 05
"d $350,000-1 million",PRL MANUFACTURING INC,4946 E 66th St N,TULSA,OK,74117,331491,Corporation,Unanswered,Unanswered,Unanswered,,32,04/05/2020,Grand Bank,OK - 01
"d $350,000-1 million","PRO ACCESS RENTALS, LLC",8003 s EASTERN AVE,OKLAHOMA CITY,OK,73149,532490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,04/04/2020,"Vast Bank, National Association",OK - 04
"d $350,000-1 million","PRO-MOW LAWN AND LANDSCAPE, LLC",10901 E 11TH ST,TULSA,OK,74128,561730,Corporation,Unanswered,Unanswered,Unanswered,,90,04/09/2020,"Triad Bank, National Association",OK - 01
"d $350,000-1 million",PROBATA CORPORATION,14600 METRO PLAZA BLVD,EDMOND,OK,73013,541380,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Unanswered,,27,04/07/2020,NBC Oklahoma,OK - 05
"d $350,000-1 million",PROFESSIONAL IMAGE INC,12437 E 60TH st,TULSA,OK,74146,323111,Corporation,Unanswered,Female Owned,Unanswered,,65,04/03/2020,Central Bank of Oklahoma,OK - 01
"d $350,000-1 million",PROFITABLE PRACTICE TRANSITIONS CORPORATION,250 Cattle Creek Drive,GUTHRIE,OK,73044,541611,Corporation,White,Male Owned,Non-Veteran,,117,04/07/2020,"Fidelity Bank, National Association",OK - 03
"d $350,000-1 million",PROPHYLAXIS HEALTHCARE LLC DBA AXIS HEALTHCARE,11911 S MEMORIAL DR,BIXBY,OK,74008,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,04/07/2020,Grand Bank,OK - 01
"d $350,000-1 million",PT ENTERPRISES LLC,15110 E PINE ST,TULSA,OK,74116,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/14/2020,Security Bank,OK - 01
"d $350,000-1 million",PUBLICAN LLC,1413 E 15th St,TULSA,OK,74120,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,72,04/04/2020,Security Bank,OK - 01
"d $350,000-1 million","PUMPS OF OKLAHOMA, INC.",1220 NW 3rd St,OKLAHOMA CITY,OK,73106,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,04/04/2020,"BOKF, National Association",OK - 05
"d $350,000-1 million",PURCELL MUNICIPAL HOSPITAL,1500 GREEN AVE,PURCELL,OK,73080,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,65,04/15/2020,Arvest Bank,OK - 04
"d $350,000-1 million","PUSHMATAHA FAMILY MEDICAL CENTER, INC",1020 NORTH LAWSON BLVD,CLAYTON,OK,74536,621491,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,33,04/15/2020,AmeriState Bank,OK - 02
"d $350,000-1 million","QUAD, LLC",104 S Muskogee Ave,TAHLEQUAH,OK,74464,424720,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15,04/09/2020,BancFirst,OK - 02
"d $350,000-1 million",QUAIL RIDGE LIVING CENTER,564 STATE LINE RD,COLCORD,OK,74338,623110,Corporation,Unanswered,Unanswered,Unanswered,,96,04/14/2020,BancFirst,OK - 02
"d $350,000-1 million",QUAIL RIDGE SENIOR DEVELOPMENT LLC,12401 TRAIL OAKS DR,OKLAHOMA CITY,OK,73120,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,118,04/05/2020,Enterprise Bank & Trust,OK - 05
"d $350,000-1 million","QUAIL SPRINGS BAPTIST CHURCH, INC.",14613 MAY AVE,OKLAHOMA CITY,OK,73134,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,53,04/07/2020,InterBank,OK - 05
"d $350,000-1 million",QUALITY ELECTRIC CONSTRUCTION & MAINTENANCE INC,1104 Drew St SW,ARDMORE,OK,73401,238210,Corporation,Unanswered,Unanswered,Unanswered,,31,04/06/2020,First National Bank and Trust Company of Ardmore,OK - 02
"d $350,000-1 million","QUALITY PLATING COMPANY OF TULSA, INC.",2665 N DARLINGTON AVE,TULSA,OK,74115,332813,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,66,04/14/2020,Arvest Bank,OK - 01
"d $350,000-1 million",QUALITY SUPPLEMENT MANUFACTURING INC,5700 N ROCKWELL BUILDING 2 STE A & B,BETHANY,OK,73008,325411,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,25,04/16/2020,"JPMorgan Chase Bank, National Association",OK - 05
"d $350,000-1 million","QUALITY TUBULAR, LLC",2605 HIGHWAY  E,EL RENO,OK,73036,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41,05/03/2020,"U.S. Bank, National Association",OK - 03
"d $350,000-1 million",QUAPAW TRIBAL BUSINESS COMMITTEE,5681 S. 630 Road,QUAPAW,OK,74363,921150,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,77,04/08/2020,International Bank of Commerce,OK - 02
"d $350,000-1 million","QUICK PUMP SERVICE, L.L.C.",PO BOX 813,HENNESSEY,OK,73742,213112,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,30,04/27/2020,InterBank,OK - 03
"d $350,000-1 million","QUIK PRINT OF OKLAHOMA CITY, INC",4233 Charter Ave,OKLAHOMA CITY,OK,73108,323111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,58,04/10/2020,First-Citizens Bank & Trust Company,OK - 05
"d $350,000-1 million","QUIK PRINT OF TULSA, INC",3711 S SHERIDAN RD,TULSA,OK,74145,323113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,66,04/07/2020,Arvest Bank,OK - 01
"d $350,000-1 million",R & M PIPELINE SERVICES INC.,7604 HIGHWAY 132,DRUMMOND,OK,73735,213111,Corporation,White,Male Owned,Non-Veteran,,68,04/09/2020,BancFirst,OK - 03
"d $350,000-1 million",R & R POWERLINE INC,18661 E 1220 RD,SAYRE,OK,73662,237130,Corporation,Unanswered,Unanswered,Unanswered,,42,04/04/2020,Great Plains National Bank,OK - 03
"d $350,000-1 million",R K PINSON & ASSOCIATES LLC,10201 BUFFALO RIDGE RD,EDMOND,OK,73025,213111,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,26,04/04/2020,Mabrey Bank,OK - 03
"d $350,000-1 million",R&AMP;R ENGINEERING CO,12585 E. 61st Street,BROKEN ARROW,OK,74012,333415,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Prosperity Bank,OK - 01
"d $350,000-1 million","R&R ROUSTABOUT SERVICES, LLC",202 N MAIN ST,RINGWOOD,OK,73768,213112,Limited  Liability Company(LLC),Hispanic,Unanswered,Unanswered,,42,04/15/2020,"Stride Bank, National Association",OK - 03
"d $350,000-1 million","R. B. WEATHERMAN MASONRY, INC.",33183 E 667 Way,CHOUTEAU,OK,74337,238140,Corporation,Unanswered,Unanswered,Unanswered,,36,04/13/2020,"BOKF, National Association",OK - 01
"d $350,000-1 million",R. D. WILLIAMS & COMPANY,333 West Main Street Suite 335,ARDMORE,OK,73401,213112,Corporation,Unanswered,Unanswered,Unanswered,,40,04/06/2020,BancFirst,OK - 02
"d $350,000-1 million","R.W. HOLLAND I, LLC",5004 S  101ST EAST AVE,TULSA,OK,74146,332410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43,04/09/2020,Security Bank,OK - 01
"d $350,000-1 million","RADIOLOGY ASSOCIATES, LLC",3433 NW 56TH ST,OKLAHOMA CITY,OK,73112,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/14/2020,"BOKF, National Association",OK - 05
"d $350,000-1 million",RAFAEL RAMOS,2512 N MAIN ST,ALTUS,OK,73521,722511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/07/2020,Frazer Bank,OK - 03
"d $350,000-1 million",RAIDER PRESSURE PUMPING SERVICES LLC,PO BOX 220,RATLIFF CITY,OK,73481,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,04/28/2020,Arvest Bank,OK - 04
"d $350,000-1 million","RAIN GUARD, INC.",6277 BOUCHER DR,EDMOND,OK,73034,238160,Corporation,Unanswered,Unanswered,Unanswered,,38,04/07/2020,Arvest Bank,OK - 03
"d $350,000-1 million","RAINBOW HEALTH CARE, LLC",111 EAST WASHINGTON AVE,BRISTOW,OK,74010,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,88,04/14/2020,"BOKF, National Association",OK - 02
"d $350,000-1 million","RAINBOW HOME HEALTH, INC",189535 N 4156 RD,ANTLERS,OK,74523,621610,Corporation,Unanswered,Unanswered,Unanswered,,157,04/14/2020,AmeriState Bank,OK - 02
"d $350,000-1 million","RAINMAKER SALES, INC.",7251 Hwy 177,SHAWNEE,OK,74804,453998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,04/14/2020,BancFirst,OK - 05
"d $350,000-1 million","RAJON, LLC",23800 S. 369TH WEST AVE,BRISTOW,OK,74010,336412,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,73,04/06/2020,Security Bank,OK - 02
"d $350,000-1 million",RAM ENERGY LLC,2100 S Utica Ave Ste 165,TULSA,OK,74114,213111,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,23,04/29/2020,BancFirst,OK - 01
"d $350,000-1 million",RAM INC,1850 PO BOX,MCALESTER,OK,74502,447110,Corporation,White,Male Owned,Non-Veteran,,66,04/10/2020,First National Bank & Trust Company of McAlester,OK - 02
"d $350,000-1 million",RAM JACK MANUFACTURING LLC,13655 CR 1570,ADA,OK,74820,333992,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,66,04/05/2020,"Vision Bank, National Association",OK - 04
"d $350,000-1 million",RAMBO ACQUISITION COMPANY,8401 E 41ST ST,TULSA,OK,74145,337110,Corporation,Unanswered,Unanswered,Unanswered,,49,04/04/2020,Central Bank of Oklahoma,OK - 01
"d $350,000-1 million",RANDALL UNIVERSITY,3108 SE 29th Ct.,OKLAHOMA CITY,OK,73165,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,62,04/07/2020,First United Bank and Trust Company,OK - 04
"d $350,000-1 million","RANGER OILFIELD SERVICE, CORPORATION",PO BOX 594,HENNESSEY,OK,73742,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,58,04/10/2020,InterBank,OK - 03
"d $350,000-1 million",RAUH OILFIELD SERVICES COMPANY,1622 S Highway 132,ENID,OK,73703,213112,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,21,04/05/2020,NBC Oklahoma,OK - 03
"d $350,000-1 million","RAZOR OILFIELD SERVICES, LLC",803 DANA AVE,HINTON,OK,73047,211120,Corporation,Unanswered,Unanswered,Unanswered,,25,04/09/2020,Legacy Bank,OK - 03
"d $350,000-1 million","RBHV TULSA, LLC",3332 South 79th.,TULSA,OK,74145,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,61,04/09/2020,The Huntington National Bank,OK - 01
"d $350,000-1 million","RDNJ, LLC",500 N VICKIE DR,OKLAHOMA CITY,OK,73117,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,04/13/2020,RCB Bank,OK - 04
"d $350,000-1 million",RE-CON COMPANY,12 NE 52ND ST,OKLAHOMA CITY,OK,73105,238210,Corporation,Unanswered,Unanswered,Unanswered,,72,04/13/2020,"BOKF, National Association",OK - 05
"d $350,000-1 million","RE-CON COMPANY, A TEXAS CORP",12 NE 52nd St,OKLAHOMA CITY,OK,73105,238210,Corporation,Unanswered,Unanswered,Unanswered,,98,04/13/2020,"BOKF, National Association",OK - 05
"d $350,000-1 million","REACH OUT, INC",25005 CR 1350,ANADARKO,OK,73005,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,140,04/08/2020,MidFirst Bank,OK - 03
"d $350,000-1 million",REAGAN SMITH ENERGY SOLUTIONS INC.,3909 N CLASSEN BLVD,OKLAHOMA CITY,OK,73118,541620,Corporation,White,Female Owned,Non-Veteran,,26,04/27/2020,State Bank of Toulon,OK - 05
"d $350,000-1 million",REAL VALUE LLC,750 SW 24TH ST STE 300,MOORE,OK,73160,454110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,04/07/2020,First Liberty Bank,OK - 04
"d $350,000-1 million","RED DEVIL, INC.",1437 BOULDER AVE #750,TULSA,OK,74119,325520,Cooperative,Unanswered,Unanswered,Unanswered,,93,04/08/2020,Arvest Bank,OK - 01
"d $350,000-1 million","RED DIRT SEPTIC AND BACKHOE, LLC",2345 E Waterloo Rd.,EDMOND,OK,73034,562991,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,52,04/05/2020,"BOKF, National Association",OK - 03
"d $350,000-1 million","RED IRON, LLC",5317 S EASTERN AVE Ste BB,OKLAHOMA CITY,OK,73129,238120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,65,04/06/2020,First United Bank and Trust Company,OK - 05
"d $350,000-1 million","RED PLAINS PROFESSIONAL, INC.",2933 S BRYANT AVE,EDMOND,OK,73013,541330,Subchapter S Corporation,White,Male Owned,Non-Veteran,,27,04/08/2020,RCB Bank,OK - 05
"d $350,000-1 million",RED RIVER VALLEY RURAL ELECTRIC ASSOCIATION,1003 MEMORIAL DR,MARIETTA,OK,73448,221122,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,40,05/15/2020,BancFirst,OK - 04
"d $350,000-1 million","RED STONE RESOURCES, LLC",817 IRISH LANE,EDMOND,OK,73003,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/09/2020,BancFirst,OK - 05
"d $350,000-1 million",RED VALLEY LANDSCAPE CONSTRUCTION,22555 N MERIDIAN AVE,EDMOND,OK,73025,561730,Corporation,White,Male Owned,Non-Veteran,,29,04/08/2020,Arvest Bank,OK - 03
"d $350,000-1 million","REDLANDS CONTRACTING, LLC","5601 NW 72ND ST, STE 308",WARR ACRES,OK,73132,237310,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,55,04/07/2020,Prime Bank,OK - 03
"d $350,000-1 million","REDROCK CANYON GRILL, LLC",9221 E Lake Hefner Pkwy,OKLAHOMA CITY,OK,73120,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,62,04/08/2020,BancFirst,OK - 05
"d $350,000-1 million","REG OKLAHOMA ACQUISITION, LLC",WATERWOOD PKWY,EDMOND,OK,73034,323111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,47,04/10/2020,SpiritBank,OK - 03
"d $350,000-1 million",REGENT PREPARATORY SCHOOL OF OKLAHOMA,8621 S MEMORIAL DRIVE,TULSA,OK,74133,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,76,04/03/2020,FNB Coweta,OK - 01
"d $350,000-1 million","REGIONAL HYUNDAI, LLC",2380 W Kenosha St,BROKEN ARROW,OK,74012,441110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,0,04/06/2020,Firstar Bank,OK - 01
"d $350,000-1 million","RELIABLE FIRE SYSTEMS, LLC",6636 S HIGHWAY 97,SAPULPA,OK,74066,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,04/14/2020,American Heritage Bank,OK - 01
"d $350,000-1 million","RELIANT LIVING CENTERS OF OKLAHOMA, INC.",3317 SE 18th St.,DEL CITY,OK,73115,623210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,193,04/12/2020,MidFirst Bank,OK - 04
"d $350,000-1 million","REPUTATION SERVICES & MANUFACTURING, LLC",15884 E Pine St,TULSA,OK,74116,811111,Limited  Liability Company(LLC),White,Male Owned,Veteran,,33,04/15/2020,First Oklahoma Bank,OK - 01
"d $350,000-1 million","RESISTOL SERVICES, LLC",121 Oilfield Drive,ELK CITY,OK,73644,211120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/29/2020,First Home Bank,OK - 03
"d $350,000-1 million","RESONANCE, INC",4025 NW 36th St,OKLAHOMA CITY,OK,73112,334310,Corporation,White,Female Owned,Non-Veteran,,38,04/04/2020,BancFirst,OK - 05
"d $350,000-1 million",RESOURCE OIL AND GAS LLC,701 Cedar Lake Blvd STE 210,OKLAHOMA CITY,OK,73114,211120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/06/2020,CrossFirst Bank,OK - 05
"d $350,000-1 million","RESTEK, INC.",6601 Boucher Dr,EDMOND,OK,73034,238990,Corporation,Unanswered,Unanswered,Unanswered,,48,05/03/2020,Cross River Bank,OK - 03
"d $350,000-1 million","RESTORE HOME HEALTHCARE OF OKLAHOMA, LLC",124 S 4TH ST,MUSKOGEE,OK,74401,621610,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,65,04/10/2020,First Liberty Bank,OK - 02
"d $350,000-1 million",RETINA VITREOUS CENTER PLLC,1008 NW 139th St,EDMOND,OK,73013,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,04/07/2020,CrossFirst Bank,OK - 05
"d $350,000-1 million",REYNOLDS FRENCH & CO,12525 E 60TH ST,TULSA,OK,74146,811310,Corporation,Unanswered,Female Owned,Unanswered,,28,04/06/2020,Mabrey Bank,OK - 01
"d $350,000-1 million","RF-IP, INC.",7720 N ROBINSON AVE Unit B3,OKLAHOMA CITY,OK,73116,531390,Corporation,Unanswered,Unanswered,Unanswered,,40,04/08/2020,Arvest Bank,OK - 05
"d $350,000-1 million","RGROUP, INC",15335 NE 234TH ST,LUTHER,OK,73054,236220,Corporation,Unanswered,Male Owned,Unanswered,,30,04/05/2020,BancFirst,OK - 01
"d $350,000-1 million",RHKM MANAGEMENT LLC,11020 E. 71st Street,TULSA,OK,74133,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/04/2020,City Bank,OK - 01
