Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Age in Years,Breed,Color
A663962,Terra,10/11/2013 15:06,10/11/2013 15:06,3/27/2011,Euthanasia,Aggressive,Dog,Intact Female,2 years,2.546929224,American Bulldog Mix,White/Brown Brindle
A661519,*Kingsley,10/11/2013 15:15,10/11/2013 15:15,6/28/2013,Adoption,,Cat,Neutered Male,3 months,0.2894121,Domestic Shorthair Mix,Brown Tabby
A664274,Estrella,10/11/2013 15:29,10/11/2013 15:29,10/1/2005,Adoption,,Dog,Spayed Female,8 years,8.034644216,Siberian Husky Mix,Buff
A664954,,10/11/2013 15:51,10/11/2013 15:51,9/11/2013,Euthanasia,Suffering,Cat,Intact Male,4 weeks,0.084001142,Domestic Longhair Mix,Black/White
A656257,*Carson,10/11/2013 16:41,10/11/2013 16:41,12/12/2011,Transfer,Partner,Dog,Neutered Male,1 year,1.834781202,American Bulldog Mix,White/Brown Brindle
A664002,*Friskey,10/11/2013 17:17,10/11/2013 17:17,3/27/2013,Adoption,,Cat,Spayed Female,6 months,0.544438737,Domestic Shorthair Mix,Tortie
A659043,*Lala,10/11/2013 17:17,10/11/2013 17:17,7/18/2007,Adoption,,Dog,Spayed Female,6 years,6.240329148,Australian Cattle Dog Mix,Blue Merle
A664123,*Piper,10/11/2013 17:21,10/11/2013 17:21,9/29/2007,Adoption,,Dog,Spayed Female,6 years,6.040336758,Australian Cattle Dog Mix,Blue Merle/Tan
A664157,Ponyo,10/11/2013 17:30,10/11/2013 17:30,8/9/2013,Adoption,Foster,Dog,Spayed Female,2 months,0.174600457,Chihuahua Shorthair Mix,Tricolor
A615770,Stanley,10/11/2013 17:38,10/11/2013 17:38,6/12/2011,Adoption,,Dog,Neutered Male,2 years,2.336259513,Pointer Mix,Tan/White
A664370,,10/11/2013 18:07,10/11/2013 18:07,7/2/2013,Adoption,,Cat,Neutered Male,3 months,0.278780441,Domestic Medium Hair Mix,White/Black
A664742,Angel,10/11/2013 18:08,10/11/2013 18:08,10/8/2009,Return to Owner,,Dog,Spayed Female,4 years,4.013028919,Dachshund Mix,Black/White
A663220,Jolene,10/11/2013 18:36,10/11/2013 18:36,8/12/2012,Return to Owner,,Dog,Spayed Female,1 year,1.166506849,Jack Russell Terrier Mix,White/Brown
A664977,,10/11/2013 18:41,10/11/2013 18:41,10/11/2009,Euthanasia,Suffering,Dog,Intact Male,4 years,4.004872527,Pit Bull Mix,White/Brown
A664960,G.O.D.,10/11/2013 19:04,10/11/2013 19:04,12/11/2012,Return to Owner,,Dog,Intact Female,9 months,0.835053272,Pit Bull Mix,Black/White
A654218,D.O.G.,10/11/2013 19:04,10/11/2013 19:04,12/21/2012,Return to Owner,,Dog,Neutered Male,9 months,0.807656012,Pit Bull Mix,Black/White
A654976,Frijolito,10/11/2013 19:12,10/11/2013 19:12,3/27/2013,Adoption,,Dog,Neutered Male,6 months,0.544657534,Labrador Retriever Mix,Black/White
A658664,*Sandy,10/11/2013 19:14,10/11/2013 19:14,7/13/2005,Adoption,Foster,Dog,Spayed Female,8 years,8.254250381,Labrador Retriever/Chow Chow,Tan
A636021,Sera,10/12/2013 10:46,10/12/2013 10:46,4/30/2012,Return to Owner,,Dog,Spayed Female,1 year,1.453283866,Pit Bull Mix,Brown
A664375,Chevy,10/12/2013 11:03,10/12/2013 11:03,10/2/2010,Return to Owner,,Dog,Intact Male,3 years,3.031398402,Labrador Retriever Mix,Black
A664298,*Benvolio,10/12/2013 11:09,10/12/2013 11:09,8/25/2013,Transfer,Partner,Cat,Intact Male,1 month,0.13277968,Domestic Medium Hair Mix,Orange Tabby
A659967,Madilion,10/12/2013 11:09,10/12/2013 11:09,8/1/2010,Adoption,,Cat,Spayed Female,3 years,3.201272831,Domestic Shorthair Mix,Tortie
A664295,*Paris,10/12/2013 11:10,10/12/2013 11:10,8/25/2013,Transfer,Partner,Cat,Intact Male,1 month,0.132781583,Domestic Medium Hair Mix,Brown Tabby/White
A664297,*Tybalt,10/12/2013 11:10,10/12/2013 11:10,8/25/2013,Transfer,Partner,Cat,Intact Male,1 month,0.132781583,Domestic Medium Hair Mix,Orange Tabby/White
A664293,*Romeo,10/12/2013 11:10,10/12/2013 11:10,8/25/2013,Transfer,Partner,Cat,Intact Male,1 month,0.132781583,Domestic Medium Hair Mix,Black/White
A664296,*Mercutio,10/12/2013 11:11,10/12/2013 11:11,8/25/2013,Transfer,Partner,Cat,Intact Male,1 month,0.132783486,Domestic Medium Hair Mix,Brown Tabby
A664294,*Juliet,10/12/2013 11:11,10/12/2013 11:11,8/25/2013,Transfer,Partner,Cat,Intact Female,1 month,0.132783486,Domestic Medium Hair Mix,Black
A661972,*Hunter,10/12/2013 11:12,10/12/2013 11:12,7/28/2013,Transfer,Partner,Cat,Neutered Male,2 months,0.209497717,Domestic Shorthair Mix,Brown Tabby/White
A664121,*Alvin,10/12/2013 11:12,10/12/2013 11:12,11/29/2012,Transfer,Partner,Cat,Intact Male,10 months,0.869771689,Domestic Shorthair Mix,White
A664982,,10/12/2013 11:18,10/12/2013 11:18,10/12/1998,Euthanasia,Suffering,Dog,Intact Female,15 years,15.01224886,Chihuahua Shorthair Mix,Tan/White
A275975,Squeakers,10/12/2013 11:27,10/12/2013 11:27,3/12/2002,Adoption,,Cat,Spayed Female,11 years,11.59582763,Domestic Shorthair Mix,Black
A664989,,10/12/2013 11:54,10/12/2013 11:54,4/27/2013,Euthanasia,Suffering,Dog,Intact Male,5 months,0.46163242,Australian Shepherd Mix,Brown/White
A658252,*Ashia,10/12/2013 12:09,10/12/2013 12:09,7/8/2003,Adoption,,Cat,Spayed Female,10 years,10.27261986,Domestic Shorthair Mix,Tortie
A663511,*Bruno,10/12/2013 12:58,10/12/2013 12:58,9/19/2011,Adoption,,Dog,Neutered Male,2 years,2.067233638,American Bulldog/Pit Bull,Brown Brindle/White
A664924,Frijolito,10/12/2013 13:05,10/12/2013 13:05,10/10/2011,Euthanasia,Suffering,Dog,Neutered Male,2 years,2.009712709,Chihuahua Shorthair Mix,Tan
A663647,*Turk,10/12/2013 13:14,10/12/2013 13:14,9/22/2010,Adoption,,Dog,Neutered Male,3 years,3.059044901,Labrador Retriever Mix,Yellow
A647165,Angel,10/12/2013 13:50,10/12/2013 13:50,4/5/2012,Adoption,,Cat,Spayed Female,1 year,1.522127093,Siamese Mix,Seal Point
A664708,,10/12/2013 13:54,10/12/2013 13:54,6/22/2013,Adoption,,Cat,Spayed Female,3 months,0.308436073,Domestic Shorthair Mix,Brown Tabby/White
A664432,,10/12/2013 14:02,10/12/2013 14:02,4/3/2012,Transfer,Partner,Dog,Intact Male,1 year,1.527629376,Miniature Poodle Mix,White
A604955,Pollydoodle,10/12/2013 14:11,10/12/2013 14:11,1/1/2010,Return to Owner,,Dog,Spayed Female,3 years,3.78244102,American Staffordshire Terrier Mix,Brown Brindle/White
A664980,Pepper,10/12/2013 14:46,10/12/2013 14:46,10/11/2011,Return to Owner,,Dog,Neutered Male,2 years,2.007165145,English Pointer/Labrador Retriever,Brown Brindle/White
A569218,Emily,10/12/2013 14:55,10/12/2013 14:55,3/23/2008,Return to Owner,,Dog,Spayed Female,5 years,5.560606925,Labrador Retriever Mix,Black/White
A665009,,10/12/2013 15:04,10/12/2013 15:04,8/21/2013,Transfer,Partner,Dog,Intact Male,1 month,0.144185693,Chihuahua Shorthair Mix,Red
A665010,,10/12/2013 15:05,10/12/2013 15:05,8/21/2013,Transfer,Partner,Dog,Intact Female,1 month,0.144187595,Chihuahua Shorthair Mix,Tan/Black
A661259,*Katie,10/12/2013 15:17,10/12/2013 15:17,7/11/2013,Adoption,,Cat,Spayed Female,3 months,0.256539193,Domestic Shorthair Mix,Orange Tabby
A664456,Poe,10/12/2013 15:20,10/12/2013 15:20,10/3/2012,Adoption,,Dog,Spayed Female,1 year,1.026407915,Pit Bull/Anatol Shepherd,White/Brown
A665021,,10/12/2013 15:22,10/12/2013 15:22,9/20/2013,Transfer,Partner,Cat,Intact Female,3 weeks,0.062028158,Domestic Shorthair Mix,Tortie
A663680,Athena,10/12/2013 16:00,10/12/2013 16:00,12/22/2012,Adoption,,Dog,Spayed Female,9 months,0.807305936,American Staffordshire Terrier Mix,Brown/White
A662086,*Hanna,10/12/2013 16:01,10/12/2013 16:01,8/29/2011,Adoption,,Dog,Spayed Female,2 years,2.125116058,Labrador Retriever/Collie Smooth,Tan/White
A663802,Cody,10/12/2013 16:29,10/12/2013 16:29,9/24/2012,Adoption,,Dog,Neutered Male,1 year,1.051196728,Labrador Retriever/Border Collie,Black/White
A662920,*Mindy,10/12/2013 16:30,10/12/2013 16:30,7/20/2013,Adoption,,Cat,Spayed Female,2 months,0.232020548,Domestic Shorthair Mix,Black
A664978,,10/12/2013 16:39,10/12/2013 16:39,9/11/2013,Transfer,Partner,Dog,Intact Female,4 weeks,0.086832192,Labrador Retriever Mix,Black
A665029,,10/12/2013 16:39,10/12/2013 16:39,6/12/2013,Transfer,Partner,Dog,Intact Female,4 months,0.33614726,Pit Bull Mix,Black/White
A664656,,10/12/2013 16:40,10/12/2013 16:40,10/6/2012,Adoption,,Dog,Spayed Female,1 year,1.018340944,Australian Kelpie/Labrador Retriever,Tan/Cream
A664745,Melady,10/12/2013 16:46,10/12/2013 16:46,10/8/2009,Transfer,Partner,Dog,Spayed Female,4 years,4.015612633,Golden Retriever,Gold
A658605,*Levi,10/12/2013 16:52,10/12/2013 16:52,4/27/2013,Adoption,,Cat,Neutered Male,5 months,0.462199391,Domestic Shorthair Mix,Blue
A664968,Simba,10/12/2013 17:09,10/12/2013 17:09,10/12/2012,Return to Owner,,Dog,Intact Male,1 year,1.001957763,German Shepherd Mix,Tan/Black
A664668,Bella,10/12/2013 17:09,10/12/2013 17:09,8/7/2013,Adoption,,Dog,Spayed Female,2 months,0.18277968,Australian Cattle Dog Mix,White/Brown
A664967,Hercules,10/12/2013 17:09,10/12/2013 17:09,10/12/2011,Return to Owner,,Dog,Intact Male,2 years,2.004697489,German Shepherd,Brown/Black
A665038,,10/12/2013 17:10,10/12/2013 17:10,4/12/2013,Euthanasia,Rabies Risk,Other,Unknown,6 months,0.503329528,Bat Mix,Brown
A662933,Max,10/12/2013 17:13,10/12/2013 17:13,9/10/2006,Return to Owner,,Dog,Neutered Male,7 years,7.095116058,Pug Mix,Brown/Black
A663614,Bingo,10/12/2013 17:14,10/12/2013 17:14,9/21/2009,Adoption,,Dog,Spayed Female,4 years,4.062241248,Border Collie Mix,Blue Merle/White
A612598,Harvey,10/12/2013 17:21,10/12/2013 17:21,10/21/2009,Return to Owner,,Dog,Neutered Male,3 years,3.980062785,Labrador Retriever Mix,Tan/White
A664710,,10/12/2013 17:23,10/12/2013 17:23,12/7/2012,Adoption,,Dog,Neutered Male,10 months,0.848559741,Labrador Retriever Mix,Yellow
A664454,,10/12/2013 17:27,10/12/2013 17:27,8/3/2013,Adoption,,Dog,Spayed Female,2 months,0.193772831,Pit Bull Mix,White/Brown Brindle
A663255,*Scrappy,10/12/2013 17:47,10/12/2013 17:47,9/16/2010,Adoption,,Dog,Neutered Male,3 years,3.076002664,Rat Terrier Mix,Black/White
A664659,Kira,10/12/2013 17:56,10/12/2013 17:56,10/7/2012,Adoption,,Dog,Spayed Female,1 year,1.015745814,Chihuahua Longhair Mix,Brown
A664667,,10/12/2013 17:59,10/12/2013 17:59,8/7/2013,Adoption,,Dog,Spayed Female,2 months,0.18287481,Australian Cattle Dog Mix,Tricolor
A664369,Max,10/12/2013 18:00,10/12/2013 18:00,5/27/2013,Return to Owner,,Dog,Neutered Male,4 months,0.380136986,Labrador Retriever/German Shepherd,Black
A664371,Yogi,10/12/2013 18:00,10/12/2013 18:00,5/27/2013,Return to Owner,,Dog,Neutered Male,4 months,0.380136986,Labrador Retriever/German Shepherd,Black
A662656,Bonnie,10/12/2013 18:00,10/12/2013 18:00,9/6/2008,Adoption,,Dog,Spayed Female,5 years,5.103424658,Doberman Pinsch/Catahoula,Liver/Brown Brindle
A664463,Raven,10/12/2013 18:01,10/12/2013 18:01,7/19/2013,Adoption,,Dog,Spayed Female,2 months,0.234933409,Labrador Retriever Mix,Black
A663952,*Moki,10/12/2013 18:02,10/12/2013 18:02,11/29/2012,Adoption,,Dog,Neutered Male,10 months,0.87055175,Chihuahua Shorthair/Dachshund,Black
A659115,Hope,10/12/2013 18:03,10/12/2013 18:03,7/19/2011,Adoption,,Dog,Spayed Female,2 years,2.237676941,Pit Bull Mix,Brown Brindle/White
A664979,Nacho,10/12/2013 18:06,10/12/2013 18:06,10/12/2002,Return to Owner,,Dog,Neutered Male,11 years,11.01028539,Labrador Retriever Mix,Brown
A664941,Tequila,10/12/2013 18:14,10/12/2013 18:14,10/11/2009,Return to Owner,,Dog,Spayed Female,4 years,4.007560883,Pit Bull Mix,Red/White
A664940,Laika,10/12/2013 18:15,10/12/2013 18:15,6/1/2012,Return to Owner,,Dog,Spayed Female,1 year,1.366466895,Pit Bull Mix,White
A664265,*Dixon,10/12/2013 18:20,10/12/2013 18:20,7/17/2013,Adoption,,Cat,Neutered Male,2 months,0.240449011,Domestic Shorthair Mix,Brown Tabby
A664880,Dody Becerra,10/12/2013 18:21,10/12/2013 18:21,2/10/2013,Return to Owner,,Dog,Neutered Male,8 months,0.6705879,Beagle/Dachshund,Brown Brindle/White
A663817,*Liberty,10/12/2013 18:29,10/12/2013 18:29,9/24/2009,Adoption,,Dog,Spayed Female,4 years,4.054164764,German Shepherd Mix,Black
A664774,Coal,10/12/2013 18:34,10/12/2013 18:34,8/25/2013,Return to Owner,,Dog,Neutered Male,1 month,0.133626332,Pit Bull Mix,Blue/White
A651982,Amie,10/12/2013 18:36,10/12/2013 18:36,10/22/2005,Return to Owner,,Dog,Spayed Female,7 years,7.980205479,Flat Coat Retriever Mix,Black
A664666,Red,10/12/2013 18:37,10/12/2013 18:37,2/7/2013,Adoption,,Dog,Spayed Female,8 months,0.678837519,Australian Cattle Dog Mix,Red Merle
A655042,*Chartreuse,10/12/2013 18:42,10/12/2013 18:42,4/28/2013,Adoption,,Cat,Neutered Male,5 months,0.45966895,Domestic Shorthair Mix,Orange Tabby
A664363,,10/12/2013 18:50,10/12/2013 18:50,4/2/2010,Adoption,,Dog,Spayed Female,3 years,3.533656773,Labrador Retriever/German Shepherd,White
A549989,Bert,10/12/2013 18:58,10/12/2013 18:58,5/9/2009,Adoption,,Cat,Neutered Male,4 years,4.432302131,Domestic Shorthair Mix,Black/White
A656387,Ned,10/12/2013 19:00,10/12/2013 19:00,6/14/2011,Return to Owner,,Dog,Neutered Male,2 years,2.333675799,Labrador Retriever/Chow Chow,Red/White
A660137,*Duffy,10/12/2013 19:03,10/12/2013 19:03,6/26/2013,Adoption,,Cat,Neutered Male,3 months,0.298065068,Domestic Shorthair Mix,Blue Tabby
A652606,*Tux,10/12/2013 19:10,10/12/2013 19:10,3/27/2013,Adoption,,Cat,Neutered Male,6 months,0.547393455,Domestic Shorthair Mix,Black/White
A664021,*Shadow,10/12/2013 19:14,10/12/2013 19:14,7/20/2013,Adoption,,Cat,Neutered Male,2 months,0.232332572,Domestic Shorthair Mix,Black
A664494,*Flower,10/12/2013 19:19,10/12/2013 19:19,10/4/2006,Adoption,,Cat,Spayed Female,7 years,7.029602359,Domestic Longhair Mix,Tortie
A665043,,10/12/2013 19:24,10/12/2013 19:24,9/20/2013,Transfer,Partner,Cat,Intact Male,3 weeks,0.062488584,Domestic Shorthair Mix,Orange Tabby
A665042,,10/12/2013 19:24,10/12/2013 19:24,9/20/2013,Transfer,Partner,Cat,Intact Male,3 weeks,0.062488584,Domestic Shorthair Mix,Orange Tabby
A659617,*Alexei,10/13/2013 11:05,10/13/2013 11:05,7/12/2013,Adoption,Offsite,Cat,Neutered Male,3 months,0.256059741,Domestic Shorthair Mix,Brown Tabby
A661182,*Argus,10/13/2013 11:36,10/13/2013 11:36,8/17/2012,Transfer,Partner,Cat,Neutered Male,1 year,1.157488584,Domestic Shorthair Mix,Blue Tabby
A664784,Patch,10/13/2013 12:04,10/13/2013 12:04,10/8/2011,Adoption,,Dog,Neutered Male,2 years,2.01781583,Pit Bull/Boxer,Red/White
A656520,Emily,10/13/2013 12:44,10/13/2013 12:44,6/16/2012,Euthanasia,Suffering,Cat,Spayed Female,1 year,1.327480974,Domestic Shorthair Mix,Cream Tabby
A651093,Lucy,10/13/2013 13:01,10/13/2013 13:01,10/4/2003,Adoption,Foster,Cat,Spayed Female,10 years,10.03436263,Domestic Shorthair Mix,Orange Tabby
A563450,Oscar,10/13/2013 13:05,10/13/2013 13:05,12/28/2001,Adoption,,Dog,Neutered Male,11 years,11.80149353,Basset Hound,Tricolor
A661150,Mac,10/13/2013 13:14,10/13/2013 13:14,6/19/2013,Adoption,Foster,Dog,Neutered Male,3 months,0.319318874,Australian Cattle Dog Mix,White/Tan
A659620,*Ella,10/13/2013 13:15,10/13/2013 13:15,7/12/2013,Adoption,Offsite,Cat,Spayed Female,3 months,0.256307078,Domestic Shorthair Mix,Brown Tabby
A664795,Zilla,10/13/2013 13:24,10/13/2013 13:24,11/9/2012,Adoption,,Dog,Neutered Male,11 months,0.927557078,Yorkshire Terrier/Miniature Schnauzer,Gray/Tan
A652857,*Rooster,10/13/2013 13:30,10/13/2013 13:30,4/29/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.459075342,Pit Bull Mix,Tan/White
A662404,*Cookie,10/13/2013 13:36,10/13/2013 13:36,8/10/2013,Adoption,Offsite,Cat,Neutered Male,2 months,0.176894977,Domestic Shorthair Mix,Black
A661949,*Marty,10/13/2013 13:40,10/13/2013 13:40,2/27/2013,Adoption,,Cat,Neutered Male,7 months,0.626217656,Domestic Shorthair Mix,Brown Tabby
A664662,Scout,10/13/2013 13:41,10/13/2013 13:41,8/13/2013,Adoption,,Dog,Intact Female,1 month,0.168685312,Treeing Walker Coonhound Mix,White/Black
A664201,*Merlot,10/13/2013 13:42,10/13/2013 13:42,11/30/2012,Adoption,,Dog,Neutered Male,10 months,0.870057078,Labrador Retriever Mix,Yellow/White
A663930,*Oliver,10/13/2013 14:05,10/13/2013 14:05,9/26/2010,Adoption,,Dog,Neutered Male,3 years,3.050922755,Cairn Terrier Mix,Tan/Black
A661851,*Prada,10/13/2013 14:12,10/13/2013 14:12,5/26/2013,Adoption,,Cat,Spayed Female,4 months,0.385182648,Domestic Shorthair Mix,Orange Tabby/White
A661131,*Robbin,10/13/2013 14:22,10/13/2013 14:22,6/1/2013,Adoption,,Cat,Spayed Female,4 months,0.368763318,Domestic Shorthair Mix,Cream Tabby
A655866,Luna,10/13/2013 14:30,10/13/2013 14:30,6/6/2011,Adoption,,Dog,Spayed Female,2 years,2.357819635,Pit Bull Mix,Blue/White
A662488,*Nougat,10/13/2013 14:39,10/13/2013 14:39,8/13/2013,Adoption,,Cat,Neutered Male,1 month,0.168795662,Domestic Shorthair Mix,Chocolate/Black Smoke
A641748,Champ,10/13/2013 14:43,10/13/2013 14:43,11/12/2008,Return to Owner,,Dog,Neutered Male,4 years,4.92222793,Doberman Pinsch Mix,Black/Tan
A664458,Chevy,10/13/2013 14:52,10/13/2013 14:52,10/3/2011,Transfer,Partner,Dog,Spayed Female,2 years,2.031834094,Miniature Poodle Mix,White
A663615,Shadow,10/13/2013 14:58,10/13/2013 14:58,9/21/2009,Adoption,,Dog,Spayed Female,4 years,4.064722222,Labrador Retriever Mix,Black
A662609,Suzy,10/13/2013 15:08,10/13/2013 15:08,9/9/2009,Adoption,,Dog,Spayed Female,4 years,4.09761796,Labrador Retriever Mix,Black
A647382,Oreo,10/13/2013 15:10,10/13/2013 15:10,8/9/2010,Adoption,,Dog,Spayed Female,3 years,3.182553272,Border Collie Mix,Black/White
A665063,,10/13/2013 15:13,10/13/2013 15:13,10/6/2013,Transfer,Partner,Cat,Unknown,1 week,0.020915145,Domestic Medium Hair Mix,Black
A665064,,10/13/2013 15:14,10/13/2013 15:14,10/6/2013,Transfer,Partner,Cat,Unknown,1 week,0.020917047,Domestic Medium Hair Mix,Gray
A665065,,10/13/2013 15:14,10/13/2013 15:14,10/6/2013,Transfer,Partner,Cat,Unknown,1 week,0.020917047,Domestic Medium Hair Mix,Black
A664273,Buffy,10/13/2013 15:22,10/13/2013 15:22,4/1/2012,Adoption,,Dog,Spayed Female,1 year,1.536000761,Dachshund/Chihuahua Shorthair,Brown
A665020,,10/13/2013 15:24,10/13/2013 15:24,10/12/2011,Transfer,SCRP,Cat,Intact Female,2 years,2.007237443,Domestic Shorthair Mix,Tortie
A664969,,10/13/2013 15:24,10/13/2013 15:24,10/11/2010,Transfer,SCRP,Cat,Intact Female,3 years,3.009977169,Domestic Shorthair Mix,Torbie/White
A664986,,10/13/2013 15:24,10/13/2013 15:24,10/12/2012,Transfer,SCRP,Cat,Intact Female,1 year,1.004497717,Domestic Shorthair Mix,Calico/White
A663740,*Sally,10/13/2013 15:28,10/13/2013 15:28,9/23/2011,Adoption,,Dog,Spayed Female,2 years,2.059299848,Anatol Shepherd Mix,Brown/White
A658747,Boots,10/13/2013 15:29,10/13/2013 15:29,7/14/2011,Adoption,,Dog,Neutered Male,2 years,2.253822298,Labrador Retriever/Pit Bull,Black/White
A664524,,10/13/2013 15:38,10/13/2013 15:38,6/4/2013,Adoption,,Dog,Neutered Male,4 months,0.360688737,Chihuahua Shorthair Mix,Cream
A659514,*Poppy,10/13/2013 15:38,10/13/2013 15:38,7/25/2011,Adoption,,Dog,Spayed Female,2 years,2.223702435,Nova Scotia Duck Tolling Retriever/Border Collie,Brown/White
A665090,,10/13/2013 15:39,10/13/2013 15:39,10/13/2010,Euthanasia,Rabies Risk,Other,Unknown,3 years,3.004526256,Bat Mix,Black
A665089,,10/13/2013 15:39,10/13/2013 15:39,10/13/2010,Euthanasia,Rabies Risk,Other,Unknown,3 years,3.004526256,Bat Mix,Brown
A662700,*Winston,10/13/2013 15:48,10/13/2013 15:48,7/16/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.245639269,Domestic Shorthair Mix,White/Black
A665092,Oscar,10/13/2013 15:51,10/13/2013 15:51,10/13/2006,Return to Owner,,Dog,Neutered Male,7 years,7.007288813,Labrador Retriever Mix,Black/White
A660114,*Glitter,10/13/2013 15:53,10/13/2013 15:53,4/3/2013,Adoption,,Cat,Spayed Female,6 months,0.530580289,Domestic Shorthair Mix,Black
A663259,Sweet Pea,10/13/2013 15:58,10/13/2013 15:58,9/15/2005,Adoption,,Dog,Spayed Female,8 years,8.08401446,Beagle/Border Terrier,Brown/White
A663324,*Minnie,10/13/2013 15:58,10/13/2013 15:58,8/2/2013,Euthanasia,Suffering,Cat,Spayed Female,2 months,0.199082953,Domestic Shorthair Mix,Torbie
A664231,Sophie,10/13/2013 16:02,10/13/2013 16:02,9/30/2011,Adoption,,Dog,Spayed Female,2 years,2.040186454,Whippet Mix,White/Black
A657945,*Grace,10/13/2013 16:14,10/13/2013 16:14,7/4/2011,Adoption,,Dog,Spayed Female,2 years,2.281305175,Manchester Terrier Mix,Black/Brown
A663892,*Ria,10/13/2013 16:42,10/13/2013 16:42,6/15/2013,Adoption,,Cat,Spayed Female,3 months,0.330673516,Domestic Shorthair Mix,Brown Tabby
A663975,Cole,10/13/2013 16:42,10/13/2013 16:42,7/27/2013,Adoption,,Cat,Neutered Male,2 months,0.215605023,Domestic Shorthair Mix,Black/White
A664804,Titi,10/13/2013 16:46,10/13/2013 16:46,10/9/2011,Return to Owner,,Dog,Spayed Female,2 years,2.015612633,Chihuahua Shorthair Mix,Tan
A664661,Lily,10/13/2013 17:04,10/13/2013 17:04,8/7/2013,Adoption,,Cat,Spayed Female,2 months,0.185509893,Domestic Shorthair Mix,Black/White
A663868,*Capers,10/13/2013 17:04,10/13/2013 17:04,1/25/2013,Adoption,,Dog,Neutered Male,8 months,0.717016743,Pit Bull/Australian Cattle Dog,White/Brown
A664427,Malika,10/13/2013 17:04,10/13/2013 17:04,7/5/2013,Adoption,,Dog,Spayed Female,3 months,0.275920852,Vizsla Mix,Red
A664275,Mcdermot,10/13/2013 17:04,10/13/2013 17:04,10/1/2011,Adoption,,Dog,Neutered Male,2 years,2.037564688,Chihuahua Shorthair Mix,Tricolor
A664729,,10/13/2013 17:10,10/13/2013 17:10,10/8/2008,Transfer,Partner,Dog,Neutered Male,5 years,5.018398021,Boston Terrier Mix,Black/White
A664746,Tulley,10/13/2013 17:12,10/13/2013 17:12,7/24/2013,Adoption,,Dog,Neutered Male,2 months,0.223881279,Chihuahua Shorthair Mix,Tan/White
A662243,Sydney,10/13/2013 17:15,10/13/2013 17:15,7/29/2013,Adoption,Foster,Dog,Spayed Female,2 months,0.210188356,Labrador Retriever/Australian Cattle Dog,Brown/White
A664756,Gucci,10/13/2013 17:17,10/13/2013 17:17,10/8/2010,Adoption,,Dog,Spayed Female,3 years,3.018411339,Chihuahua Shorthair Mix,White/Tan
A664538,Madeline,10/13/2013 17:17,10/13/2013 17:17,10/5/2012,Adoption,,Dog,Spayed Female,1 year,1.023890791,Queensland Heeler Mix,Blue Merle/Tan
A664841,Rusty,10/13/2013 17:18,10/13/2013 17:18,10/9/2009,Adoption,,Dog,Neutered Male,4 years,4.015673516,Queensland Heeler Mix,Black/White
A664283,Juliet,10/13/2013 17:24,10/13/2013 17:24,10/1/2012,Adoption,,Cat,Spayed Female,1 year,1.034863014,Domestic Shorthair Mix,Black/White
A663004,*Allie,10/13/2013 17:31,10/13/2013 17:31,1/14/2013,Adoption,,Dog,Spayed Female,8 months,0.747205099,Bulldog/Australian Cattle Dog,Black/White
A613098,Ralphie,10/13/2013 17:32,10/13/2013 17:32,10/31/2006,Transfer,Partner,Dog,Intact Male,6 years,6.958165906,Airedale Terrier,Tan/Black
A663550,Gus,10/13/2013 17:43,10/13/2013 17:43,7/11/2013,Adoption,,Cat,Neutered Male,3 months,0.259556697,Domestic Shorthair Mix,Cream Tabby
